id,taskid,filename,visitid,customername,storetype,salesgroup,distr_chan,mastertaskname,salescampaignname,salescyclename,sales_office,mrchr_visitdate,filepath,label
224,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
225,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201702,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
226,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
227,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
228,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
229,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
230,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
231,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201702,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
232,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
233,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
234,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
235,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
236,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
237,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
238,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
239,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
240,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
241,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
242,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
243,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
244,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
245,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201702,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
246,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
247,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
248,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
249,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
250,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
251,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
252,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
253,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_Amart_四月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
254,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201701,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
255,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_十月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
256,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
257,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
258,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201702,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
259,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
260,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
261,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201702,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
262,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_八月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
263,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_五月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
264,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
265,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A(過期),,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
266,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
267,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
268,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_九月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
269,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_六月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
270,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201703,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
271,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_201701,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
272,0135a1b5-9d95-4160-971c-012d85c1a1c9-MySales,0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,04afee89-9314-4774-8aed-15b29dd907e0-MySales,大潤發八德店,hyper,RT-Mart 大潤發,,TW_Task_促銷陳列調查_RT_1706,TW_Campaign_RT_2017Mar,TW_Cycle_RT-A_七月份_2017,,,C:\Users\akuma375\Consumer_ImageData\0135a1b5-9d95-4160-971c-012d85c1a1c9-MyRep-25F0A299-15DE-4519-AA78-898237580207.jpg,
